Name	Gender	Edition	Category	MovieTitle	Director	Date
Walt Disney	Male	41st Academy Awards	Academy Award for Best Animated Short Film	Winnie the Pooh and the Blustery Day	Wolfgang Reitherman	1969-04-14T00:00:00Z
Cliff Robertson	Male	41st Academy Awards	Academy Award for Best Actor	Charly	Ralph Nelson	1969-04-14T00:00:00Z
Sergei Bondarchuk	Male	41st Academy Awards	Academy Award for Best Foreign Language Film	War and Peace	Sergei Bondarchuk	1969-04-14T00:00:00Z
Saul Bass	Male	41st Academy Awards	Academy Award for Best Documentary (Short Subject)	Why Man Creates	Saul Bass	1969-04-14T00:00:00Z
Charles Guggenheim	Male	41st Academy Awards	Academy Award for Best Live Action Short Film	Robert Kennedy Remembered	Charles Guggenheim	1969-04-14T00:00:00Z
Jack Albertson	Male	41st Academy Awards	Academy Award for Best Supporting Actor	The Subject Was Roses	Ulu Grosbard	1969-04-14T00:00:00Z
Walter Mirisch	Male	40th Academy Awards	Academy Award for Best Picture	In the Heat of the Night	Norman Jewison	1968-04-10T00:00:00Z
Hal Ashby	Male	40th Academy Awards	Academy Award for Best Film Editing	In the Heat of the Night	Norman Jewison	1968-04-10T00:00:00Z
Rod Steiger	Male	40th Academy Awards	Academy Award for Best Actor	In the Heat of the Night	Norman Jewison	1968-04-10T00:00:00Z
Norman Jewison	Male	40th Academy Awards	Academy Award for Best Sound Mixing	In the Heat of the Night	Norman Jewison	1968-04-10T00:00:00Z
Stirling Silliphanta	Male	40th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	In the Heat of the Night	Norman Jewison	1968-04-10T00:00:00Z
John Poyner	Male	40th Academy Awards	Academy Award for Best Sound Editing	The Dirty Dozen	Robert Aldrich	1968-04-10T00:00:00Z
Mike Nichols	Male	40th Academy Awards	Academy Award for Best Director	The Graduate	Mike Nichols	1968-04-10T00:00:00Z
Pierre Schoendoerffer	Male	40th Academy Awards	Academy Award for Best Documentary Feature	The Anderson Platoon	Pierre Schoendoerffer	1968-04-10T00:00:00Z
Burnett Guffey	Male	40th Academy Awards	Academy Award for Best Cinematography	Bonnie and Clyde	Arthur Penn	1968-04-10T00:00:00Z
Estelle Parsons	Female	40th Academy Awards	Academy Award for Best Supporting Actress	Bonnie and Clyde	Arthur Penn	1968-04-10T00:00:00Z
Ken Darby	Male	40th Academy Awards	"Academy Award for Best Score, Adaptation or Treatment"	Camelot	Joshua Logan	1968-04-10T00:00:00Z
John Truscott	Male	40th Academy Awards	Academy Award for Best Production Design	Camelot	Joshua Logan	1968-04-10T00:00:00Z
John Truscott	Male	40th Academy Awards	Academy Award for Best Costume Design	Camelot	Joshua Logan	1968-04-10T00:00:00Z
L. B. Abbott	Male	40th Academy Awards	Academy Award for Best Special Effects	Doctor Dolittle	Richard Fleischer	1968-04-10T00:00:00Z
George Kennedy	Male	40th Academy Awards	Academy Award for Best Supporting Actor	Cool Hand Luke	Stuart Rosenberg	1968-04-10T00:00:00Z
Katharine Hepburn	Female	40th Academy Awards	Academy Award for Best Actress	Guess Who's Coming to Dinner	Stanley Kramer	1968-04-10T00:00:00Z
William Rose	Male	40th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Guess Who's Coming to Dinner	Stanley Kramer	1968-04-10T00:00:00Z
Jiri Menzel	Male	40th Academy Awards	Academy Award for Best Foreign Language Film	Closely Watched Trains	Jiri Menzel	1968-04-10T00:00:00Z
Fred Wolf	Male	40th Academy Awards	Academy Award for Best Animated Short Film	The Box	Fred Wolf	1968-04-10T00:00:00Z
Elmer Bernstein	Male	40th Academy Awards	Academy Award for Best Original Score	Thoroughly Modern Millie	George Roy Hill	1968-04-10T00:00:00Z
Mark Jonathan Harris	Male	40th Academy Awards	Academy Award for Best Documentary (Short Subject)	The Redwoods	Trevor Greenwood	1968-04-10T00:00:00Z
Christopher Chapman	Male	40th Academy Awards	Academy Award for Best Live Action Short Film	A Place to Stand	Christopher Chapman	1968-04-10T00:00:00Z
Pierre Uytterhoeven	Male	39th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	A Man and a Woman	Claude Lelouch	1967-04-10T00:00:00Z
Claude Lelouch	Male	39th Academy Awards	Academy Award for Best Foreign Language Film	A Man and a Woman	Claude Lelouch	1967-04-10T00:00:00Z
Fred Zinnemann	Male	39th Academy Awards	Academy Award for Best Picture	A Man for All Seasons	Fred Zinnemann	1967-04-10T00:00:00Z
Fred Zinnemann	Male	39th Academy Awards	Academy Award for Best Director	A Man for All Seasons	Fred Zinnemann	1967-04-10T00:00:00Z
Paul Scofield	Male	39th Academy Awards	Academy Award for Best Actor	A Man for All Seasons	Fred Zinnemann	1967-04-10T00:00:00Z
Ted Moore	Male	39th Academy Awards	"Academy Award for Best Cinematography, Color"	A Man for All Seasons	Fred Zinnemann	1967-04-10T00:00:00Z
Joan Bridge	Female	39th Academy Awards	"Academy Award for Best Costume Design, Color"	A Man for All Seasons	Fred Zinnemann	1967-04-10T00:00:00Z
Robert Bolt	Male	39th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	A Man for All Seasons	Fred Zinnemann	1967-04-10T00:00:00Z
Elizabeth Taylor	Female	39th Academy Awards	Academy Award for Best Actress	Who's Afraid of Virginia Woolf?	Mike Nichols	1967-04-10T00:00:00Z
Irene Sharaff	Female	39th Academy Awards	"Academy Award for Best Costume Design, Black-and-White"	Who's Afraid of Virginia Woolf?	Mike Nichols	1967-04-10T00:00:00Z
Haskell Wexler	Male	39th Academy Awards	"Academy Award for Best Cinematography, Black-and-White"	Who's Afraid of Virginia Woolf?	Mike Nichols	1967-04-10T00:00:00Z
George Hopkins	Male	39th Academy Awards	"Academy Award for Best Art Direction, Black and White"	Who's Afraid of Virginia Woolf?	Mike Nichols	1967-04-10T00:00:00Z
Sandy Dennis	Female	39th Academy Awards	Academy Award for Best Supporting Actress	Who's Afraid of Virginia Woolf?	Mike Nichols	1967-04-10T00:00:00Z
Faith Hubley	Female	39th Academy Awards	Academy Award for Best Animated Short Film	A Herb Alpert and the Tijuana Brass Double Feature	John Hubley	1967-04-10T00:00:00Z
Stuart A. Reiss	Male	39th Academy Awards	"Academy Award for Best Art Direction, Color"	Fantastic Voyage	Richard Fleischer	1967-04-10T00:00:00Z
Art Cruickshank	Male	39th Academy Awards	Academy Award for Best Visual Effects	Fantastic Voyage	Richard Fleischer	1967-04-10T00:00:00Z
Ken Thorne	Male	39th Academy Awards	"Academy Award for Best Score, Adaptation or Treatment"	A Funny Thing Happened on the Way to the Forum	Richard Lester	1967-04-10T00:00:00Z
John Barry	Male	39th Academy Awards	Academy Award for Best Original Score	Born Free	James Hill	1967-04-10T00:00:00Z
Franklin Milton	Male	39th Academy Awards	Academy Award for Best Sound Mixing	Grand Prix	John Frankenheimer	1967-04-10T00:00:00Z
Gordon Daniel	Male	39th Academy Awards	Academy Award for Best Sound Editing	Grand Prix	John Frankenheimer	1967-04-10T00:00:00Z
Stu Linder	Male	39th Academy Awards	Academy Award for Best Film Editing	Grand Prix	John Frankenheimer	1967-04-10T00:00:00Z
Edgar Anstey	Male	39th Academy Awards	Academy Award for Best Live Action Short Film	Wild Wings	Patrick Carey	1967-04-10T00:00:00Z
Walter Matthau	Male	39th Academy Awards	Academy Award for Best Supporting Actor	The Fortune Cookie	Billy Wilder	1967-04-10T00:00:00Z
Edmond Levy	Male	39th Academy Awards	Academy Award for Best Documentary (Short Subject)	A Year Toward Tomorrow	Edmond Levy	1967-04-10T00:00:00Z
Freddie Young	Male	38th Academy Awards	"Academy Award for Best Cinematography, Color"	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
David Lean	Male	38th Academy Awards	Academy Award for Best Costume Design	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
Maurice Jarre	Male	38th Academy Awards	Academy Award for Best Original Score	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
David Lean	Male	38th Academy Awards	Academy Award for Best Production Design	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
Phyllis Dalton	Female	38th Academy Awards	"Academy Award for Best Costume Design, Color"	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
Terence Marsh	Male	38th Academy Awards	"Academy Award for Best Art Direction, Color"	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
Robert Bolt	Male	38th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Doctor Zhivago	David Lean	1966-04-18T00:00:00Z
Treg Brown	Male	38th Academy Awards	Academy Award for Best Sound Editing	The Great Race	Blake Edwards	1966-04-18T00:00:00Z
Shelley Winters	Female	38th Academy Awards	Academy Award for Best Supporting Actress	A Patch of Blue	Guy Green	1966-04-18T00:00:00Z
John Stears	Male	38th Academy Awards	Academy Award for Best Visual Effects	Thunderball	Terence Young	1966-04-18T00:00:00Z
Lee Marvin	Male	38th Academy Awards	Academy Award for Best Actor	Cat Ballou	Elliot Silverstein	1966-04-18T00:00:00Z
Robert Wise	Male	38th Academy Awards	Academy Award for Best Picture	The Sound of Music	Robert Wise	1966-04-18T00:00:00Z
Robert Wise	Male	38th Academy Awards	Academy Award for Best Director	The Sound of Music	Robert Wise	1966-04-18T00:00:00Z
William H. Reynolds	Male	38th Academy Awards	Academy Award for Best Film Editing	The Sound of Music	Robert Wise	1966-04-18T00:00:00Z
James Corcoran	Male	38th Academy Awards	Academy Award for Best Sound Mixing	The Sound of Music	Robert Wise	1966-04-18T00:00:00Z
Irwin Kostal	Male	38th Academy Awards	"Academy Award for Best Score, Adaptation or Treatment"	The Sound of Music	Robert Wise	1966-04-18T00:00:00Z
Robert Clatworthy	Male	38th Academy Awards	"Academy Award for Best Art Direction, Black and White"	Ship of Fools	Stanley Kramer	1966-04-18T00:00:00Z
Ernest Laszlo	Male	38th Academy Awards	"Academy Award for Best Cinematography, Black-and-White"	Ship of Fools	Stanley Kramer	1966-04-18T00:00:00Z
Les Goldman	Male	38th Academy Awards	Academy Award for Best Animated Short Film	The Dot and the Line	Chuck Jones	1966-04-18T00:00:00Z
Julie Harris	Female	38th Academy Awards	"Academy Award for Best Costume Design, Black-and-White"	Darling	John Schlesinger	1966-04-18T00:00:00Z
Julie Christie	Female	38th Academy Awards	Academy Award for Best Actress	Darling	John Schlesinger	1966-04-18T00:00:00Z
Frederic Raphael	Male	38th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Darling	John Schlesinger	1966-04-18T00:00:00Z
Rick Kaplan	Male	38th Academy Awards	Academy Award for Best Documentary Feature	The Eleanor Roosevelt Story	Rick Kaplan	1966-04-18T00:00:00Z
Claude Berri	Male	38th Academy Awards	Academy Award for Best Live Action Short Film	The Chicken	Claude Berri	1966-04-18T00:00:00Z
Francis Thompson	Male	38th Academy Awards	Academy Award for Best Documentary (Short Subject)	To Be Alive!	Alexandr Hackenschmied	1966-04-18T00:00:00Z
Martin Balsam	Male	38th Academy Awards	Academy Award for Best Supporting Actor	A Thousand Clowns	Fred Coe	1966-04-18T00:00:00Z
S. H. Barnett	Male	37th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Father Goose	Ralph Nelson	1965-04-05T00:00:00Z
Vittorio De Sica	Male	37th Academy Awards	Academy Award for Best Foreign Language Film	"Yesterday, Today and Tomorrow"	Vittorio De Sica	1965-04-05T00:00:00Z
Cotton Warburton	Male	37th Academy Awards	Academy Award for Best Film Editing	Mary Poppins	Robert Stevenson	1965-04-05T00:00:00Z
Eustace Lycett	Male	37th Academy Awards	Academy Award for Best Visual Effects	Mary Poppins	Robert Stevenson	1965-04-05T00:00:00Z
Julie Andrews	Female	37th Academy Awards	Academy Award for Best Actress	Mary Poppins	Robert Stevenson	1965-04-05T00:00:00Z
Robert B. Sherman	Male	37th Academy Awards	Academy Award for Best Original Score	Mary Poppins	Robert Stevenson	1965-04-05T00:00:00Z
Jack Warner	Male	37th Academy Awards	Academy Award for Best Picture	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
George Cukor	Male	37th Academy Awards	Academy Award for Best Director	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
Harry Stradling	Male	37th Academy Awards	"Academy Award for Best Cinematography, Color"	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
Cecil Beaton	Male	37th Academy Awards	"Academy Award for Best Costume Design, Color"	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
Rex Harrison	Male	37th Academy Awards	Academy Award for Best Actor	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
Gene Allen	Male	37th Academy Awards	"Academy Award for Best Art Direction, Color"	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
George Groves	Male	37th Academy Awards	Academy Award for Best Sound Mixing	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
Andre Previn	Male	37th Academy Awards	"Academy Award for Best Score, Adaptation or Treatment"	My Fair Lady	George Cukor	1965-04-05T00:00:00Z
Norman Wanstall	Male	37th Academy Awards	Academy Award for Best Sound Editing	Goldfinger	Guy Hamilton	1965-04-05T00:00:00Z
David H. DePatie	Male	37th Academy Awards	Academy Award for Best Animated Short Film	The Pink Phink	Friz Freleng	1965-04-05T00:00:00Z
Edward Anhalt	Male	37th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Becket	Peter Glenville	1965-04-05T00:00:00Z
Lila Kedrova	Female	37th Academy Awards	Academy Award for Best Supporting Actress	Zorba the Greek	Michael Cacoyannis	1965-04-05T00:00:00Z
Vassilis Photopoulos	Male	37th Academy Awards	"Academy Award for Best Art Direction, Black and White"	Zorba the Greek	Michael Cacoyannis	1965-04-05T00:00:00Z
Walter Lassally	Male	37th Academy Awards	"Academy Award for Best Cinematography, Black-and-White"	Zorba the Greek	Michael Cacoyannis	1965-04-05T00:00:00Z
Jacques Cousteau	Male	37th Academy Awards	Academy Award for Best Documentary Feature	World Without Sun	Jacques Cousteau	1965-04-05T00:00:00Z
Dorothy Jeakins	Female	37th Academy Awards	"Academy Award for Best Costume Design, Black-and-White"	The Night of the Iguana	John Huston	1965-04-05T00:00:00Z
Peter Ustinov	Male	37th Academy Awards	Academy Award for Best Supporting Actor	Topkapi	Jules Dassin	1965-04-05T00:00:00Z
Andre Previn	Male	36th Academy Awards	"Academy Award for Best Score, Adaptation or Treatment"	Irma la Douce	Billy Wilder	1964-04-13T00:00:00Z
Sidney Poitier	Male	36th Academy Awards	Academy Award for Best Actor	Lilies of the Field	Ralph Nelson	1964-04-13T00:00:00Z
Tony Richardson	Male	36th Academy Awards	Academy Award for Best Picture	Tom Jones	Tony Richardson	1964-04-13T00:00:00Z
Tony Richardson	Male	36th Academy Awards	Academy Award for Best Director	Tom Jones	Tony Richardson	1964-04-13T00:00:00Z
John Addison	Male	36th Academy Awards	Academy Award for Best Original Score	Tom Jones	Tony Richardson	1964-04-13T00:00:00Z
John Osborne	Male	36th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Tom Jones	Tony Richardson	1964-04-13T00:00:00Z
Federico Fellini	Male	36th Academy Awards	Academy Award for Best Foreign Language Film	Eight-and-a-half	Federico Fellini	1964-04-13T00:00:00Z
Piero Gherardi	Male	36th Academy Awards	"Academy Award for Best Costume Design, Black-and-White"	Eight-and-a-half	Federico Fellini	1964-04-13T00:00:00Z
Emil Kosa Jr.	Male	36th Academy Awards	Academy Award for Best Visual Effects	Cleopatra	Rouben Mamoulian	1964-04-13T00:00:00Z
Leon Shamroy	Male	36th Academy Awards	"Academy Award for Best Cinematography, Color"	Cleopatra	Rouben Mamoulian	1964-04-13T00:00:00Z
Vittorio Nino Novarese	Male	36th Academy Awards	"Academy Award for Best Costume Design, Color"	Cleopatra	Rouben Mamoulian	1964-04-13T00:00:00Z
Paul S. Fox	Male	36th Academy Awards	"Academy Award for Best Art Direction, Color"	Cleopatra	Rouben Mamoulian	1964-04-13T00:00:00Z
James R. Webb	Male	36th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	How the West Was Won	John Ford	1964-04-13T00:00:00Z
Harold F. Kress	Male	36th Academy Awards	Academy Award for Best Film Editing	How the West Was Won	John Ford	1964-04-13T00:00:00Z
Franklin Milton	Male	36th Academy Awards	Academy Award for Best Sound Mixing	How the West Was Won	John Ford	1964-04-13T00:00:00Z
Melvyn Douglas	Male	36th Academy Awards	Academy Award for Best Supporting Actor	Hud	Martin Ritt	1964-04-13T00:00:00Z
James Wong Howe	Male	36th Academy Awards	"Academy Award for Best Cinematography, Black-and-White"	Hud	Martin Ritt	1964-04-13T00:00:00Z
Patricia Neal	Female	36th Academy Awards	Academy Award for Best Actress	Hud	Martin Ritt	1964-04-13T00:00:00Z
Gene Callahan	Male	36th Academy Awards	"Academy Award for Best Art Direction, Black and White"	America America	Elia Kazan	1964-04-13T00:00:00Z
Walter Elliott	Male	36th Academy Awards	Academy Award for Best Sound Editing	"It's a Mad, Mad, Mad, Mad World"	Stanley Kramer	1964-04-13T00:00:00Z
Marcel Ichac	Male	36th Academy Awards	Academy Award for Best Live Action Short Film	An Occurrence at Owl Creek Bridge	Robert Enrico	1964-04-13T00:00:00Z
Ernest Pintoff	Male	36th Academy Awards	Academy Award for Best Animated Short Film	The Critic	Ernest Pintoff	1964-04-13T00:00:00Z
Shirley Clarke	Female	36th Academy Awards	Academy Award for Best Documentary Feature	Robert Frost: A Lover's Quarrel with the World	Shirley Clarke	1964-04-13T00:00:00Z
Margaret Rutherford	Female	36th Academy Awards	Academy Award for Best Supporting Actress	The V.I.P.s	Anthony Asquith	1964-04-13T00:00:00Z
Walter Wottitz	Male	35th Academy Awards	"Academy Award for Best Cinematography, Black-and-White"	The Longest Day	Bernhard Wicki	1963-04-08T00:00:00Z
Jacques Maumont	Male	35th Academy Awards	Academy Award for Best Special Effects	The Longest Day	Bernhard Wicki	1963-04-08T00:00:00Z
Anne Bancroft	Female	35th Academy Awards	Academy Award for Best Actress	The Miracle Worker	Arthur Penn	1963-04-08T00:00:00Z
Patty Duke	Female	35th Academy Awards	Academy Award for Best Supporting Actress	The Miracle Worker	Arthur Penn	1963-04-08T00:00:00Z
Sam Spiegel	Male	35th Academy Awards	Academy Award for Best Picture	Lawrence of Arabia	David Lean	1963-04-08T00:00:00Z
Anne V. Coates	Female	35th Academy Awards	Academy Award for Best Film Editing	Lawrence of Arabia	David Lean	1963-04-08T00:00:00Z
David Lean	Male	35th Academy Awards	Academy Award for Best Director	Lawrence of Arabia	David Lean	1963-04-08T00:00:00Z
Maurice Jarre	Male	35th Academy Awards	Academy Award for Best Original Score	Lawrence of Arabia	David Lean	1963-04-08T00:00:00Z
